标题,品牌,名称,SKU,价格,总评数,平均得分,好评数,默认好评,好评率,追评数,视频晒单数,差评数,中评数
黑莓（BlackBerry）KEYone 4G全网通 4GB+64GB 黑色 移动联通电信手机,黑莓（BlackBerry）,黑莓KEYone,4595955,1899.00,23919,5,20972,13671,0.97,582,110,327,262
酷派（Coolpad） 酷玩7C 3GB+32GB全面屏  移动联通电信全网通4G手机 双卡双待 波尔多红,酷派（Coolpad）,酷派酷玩7C,100000008462,459.00,23861,5,10144,17518,0.93,263,111,422,250
,,,,,,,,,,,,,
,,,,,,,,,,,,,
飞利浦（PHILIPS）E186A 皇家蓝 直板按键 移动联通2G  老人手机 双卡双待 老年功能机,飞利浦（PHILIPS）,飞利浦E186A,6598139,169.00,23315,5,20654,17250,0.99,109,43,72,90
天语（K-TOUCH）N2 老人手机 双侧边键  移动/联通 双卡双待 按键直板 防摔老年学生功能机 金色,天语（K-TOUCH）,天语N2,4364853,89.00,23158,5,14979,16925,0.97,133,31,247,176
OPPO K3【至高优惠200】千元高通骁龙710 升降摄像头 光感屏下指纹解锁 全面屏智能拍照手机 星云紫 全网通(8G RAM+128G ROM),OPPO,OPPO K3【至高优惠200】千元高通骁龙710 升降摄像头 光感屏下指纹解锁 全面屏智能拍照手机 星云紫 全网通(8G RAM+128G ROM),47716923934,1899.00,22983,5,8223,14461,0.96,354,276,190,109
小米（MI） 小米6x 手机 赤焰红 全网通(6G+64G),小米（MI）,小米（MI）6x,27594357063,936.00,22942,5,20067,16502,0.98,179,66,181,103
诺基亚 NOKIA X71 6GB+64GB 太空黑 蔡司认证 后置三摄 全网通 双卡双待 移动联通电信4G手机,诺基亚（NOKIA）,诺基亚X71,100004739684,1899.00,22888,5,15734,15414,0.97,420,141,276,198
,,,,,,,,,,,,,
飞利浦（PHILIPS）E218L 炫舞红 移动联通 翻盖老人手机 双卡双待老年机 学生备用功能机,飞利浦（PHILIPS）,飞利浦E218L,100001860763,159.00,22159,5,7283,17264,0.97,84,52,95,63
飞利浦 (PHILIPS) E279 极速灰 直板按键 移动联通2G 老人手机 老年机 老年功能机,飞利浦（PHILIPS）,飞利浦E279,100002968149,139.00,21996,5,17531,12478,0.97,236,46,180,189
索爱 T3 移动/联通 三防老人手机 直板老年手机  超长待机 双卡双待 幻海蓝,索爱,索爱 T3 移动/联通 三防手机 直板老人手机,24622881484,1338.00,21384,5,17522,15762,0.99,92,59,53,71
华为（HUAWEI） 荣耀8X 手机全面屏全网通 魅海蓝 6GB+128GB 尊享版,华为（HUAWEI）,华为（HUAWEI）荣耀8X,31868566477,69.00,21295,5,13468,14966,0.98,150,100,131,76
酷派（Coolpad）S628 金色 移动联通2G 老人手机 直板按键 双卡双待 老年功能手机,酷派（Coolpad）,酷派S628,8342916,548.00,20728,5,12774,14075,0.97,118,74,153,108
联想A5 3GB+32GB 螺黛黑 5.45英寸全面屏 全网通手机 双卡双待,联想,联想Lenovo A5,7407136,799.00,20606,5,16601,13830,0.98,172,81,130,148
OPPO A5 拍照手机【限时优惠+3期免息+套装蓝牙耳机+碎屏险】美颜全屏双摄全面屏大电池全网通 A5 (3G+32G)  凝夜紫,OPPO,OPPOA5,40223161444,899.00,20393,5,12747,14117,0.98,167,133,81,63
OPPO A5 手机【限时已降低至799起+3期免息】美颜拍照手机大屏全屏双摄大电池全网通双卡 A5 幻镜粉(3G+64G),OPPO,OPPOA5,32249341320,139.00,20393,5,12747,14117,0.98,167,133,81,63
诺基亚（NOKIA） 105 手机 老人机 学生机 老人手机 功能备用机 经典 黑色单卡 新,诺基亚（NOKIA）,诺基亚（NOKIA）105,56869949438,109.00,20223,5,18369,13131,0.98,96,39,130,104
,,,,,,,,,,,,,
诺亚信（NOAIN） 3310 老人手机 直板按键备用手机 移动版 双卡双待 大字大声老人机按键机 橙色,诺亚信（NOAIN）,诺亚信（NOAIN）3310,25722468892,299.00,19879,5,14750,14789,0.98,121,39,151,88
,,,,,,,,,,,,,
,,,,,,,,,,,,,
OPPO A5【3期免息+碎屏险】全面屏双摄拍照千元大电量手机 oppoa5/a7/a9 幻镜粉 (4G+64G)全网通,OPPO,OPPOA5,29929425798,1199.00,17367,5,7872,12289,0.98,147,90,93,57
OPPO A5手机【三期免息】全面屏双摄拍照千元机 oppoa5/a7/a9 珊瑚红(3G+32G),OPPO,OPPOOPPO A5,32373824009,799.00,17367,5,7872,12289,0.98,147,90,93,57
华为荣耀8X手机 魅海蓝 全网通6G+128G,华为（HUAWEI）,华为（HUAWEI）荣耀8x,18669652312,1599.00,17350,5,12787,12236,0.98,127,83,116,70
华为P30 Pro 手机 分期免息 天空之境 （8G+256G）赠原装豪礼,华为（HUAWEI）,华为P30 Pro 手机 分期免息 天空之境 （8G+256G）赠原装豪礼,44076405948,5488.00,17118,5,5209,11710,0.96,220,228,152,47
守护宝（angelcare）V88 金色 双屏翻盖老人手机 超长待机 移动联通2G 双卡双待 学生备用老年功能机,守护宝,守护宝上海中兴V88,3503484,238.00,17101,5,15967,7300,0.97,153,16,154,211
华为荣耀10 GT游戏手机【荣耀直供 20天价保】 幻夜黑 全网通6GB+128GB尊享版,华为（HUAWEI）,华为（HUAWEI）荣耀10,27395321142,1768.00,17100,5,14818,12137,0.98,143,73,162,96
vivo S1Pro 6GB+128GB 珊瑚红 3200万AI高清自拍 超广角后置三摄拍照手机 移动联通电信全网通4G手机,vivo,vivoS1 Pro,100005687978,1898.00,16910,5,5361,11318,0.95,222,132,137,94
荣耀10手机GT游戏加速 幻影蓝 全网通6G+128G尊享版,华为（HUAWEI）,华为（HUAWEI）荣耀10,27398202268,1788.00,16903,5,15623,11236,0.98,138,89,137,96
vivo U3x 3GB+64GB 子夜黑 5000mAh大电池 18W双引擎闪充 超广角AI三摄 骁龙665处理器 全网通4G手机,vivo,vivoU3x,100008391374,899.00,16816,5,3506,13224,0.97,131,75,52,34
vivo NEX 双屏版 AI三摄 游戏手机 10GB+128GB 冰原蓝 移动联通电信全网通4G手机,vivo,vivoNEX,100002338246,4598.00,16808,5,13875,11595,0.98,198,199,117,84
守护宝（angelcare）L630 典雅红 超长待机 凸起按键  直板 移动联通2G 老人手机 学生备用功能机,守护宝,守护宝L630,4907897,168.00,16668,5,15967,3938,0.97,84,9,201,263
Apple 苹果  iPhone 8 plus 手机 金色 全网通 64GB,Apple,AppleiPhone 8 Plus,15279966734,4368.00,16652,5,15948,11856,0.98,119,71,208,116
三星 Galaxy Note10+ 5G手机 骁龙855 智能S Pen 12GB+256GB 莫奈彩 双卡双待 游戏手机,三星（SAMSUNG）,三星Galaxy Note10+ 5G,100007381674,7999.00,16602,5,5124,11244,0.95,485,234,169,65
飞利浦 PHILIPS E259S 陨石黑 双屏翻盖 大屏大字 长待机 移动联通2G 双卡双待 老人手机 学生备用功能机,飞利浦（PHILIPS）,飞利浦E259S,100000695447,299.00,16529,5,12079,8303,0.99,81,43,30,36
诺基亚 （NOKIA）106 深灰色 直板按键 移动联通2G双卡双待手机 老人手机 学生备用功能机,诺基亚（NOKIA）,诺基亚106,100001834203,159.00,16515,5,7608,12707,0.98,73,59,62,47
小辣椒 红辣椒7R 3GB+32GB 渐变黑 6.0英寸 全面屏 3050mAh大电池  全网通4G 双卡双待手机,小辣椒,小辣椒红辣椒7R,100002852230,499.00,16477,5,5922,12188,0.93,199,71,245,144
飞利浦 PHILIPS E288 陨石黑 移动联通2G 双卡双待 超长待机 充电宝 手电筒 三防老人机 学生机 备用机,飞利浦（PHILIPS）,飞利浦E288,100003291843,238.00,16246,5,8216,7957,0.99,118,99,47,26
联想Z6 青春版 6GB+64GB 骑士黑 骁龙710  4050mAh续航 双频北斗高精度定位 后置AI三摄 全网通4G 双卡双待,联想,联想Lenovo Z6 青春版,100005485574,1098.00,16152,5,6348,9267,0.92,680,258,295,242
诺基亚（NOKIA）新款105 移动2G老人机 学生手机 备用功能机 新黑色（单卡） 单卡,诺基亚（NOKIA）,诺基亚（NOKIA）105,57536643297,139.00,16150,5,6436,13030,0.98,50,23,52,32
Apple 苹果 iPhone XR 手机 黑色 全网通64GB,Apple,AppleiPhone XR,32242288360,4575.00,16070,5,7890,10035,0.97,93,36,112,53
,,,,,,,,,,,,,
纽曼（Newman）L660S/移动/联通2G/翻盖手机/老人手机 黑色,纽曼（Newman）,纽曼（Newman）L660S/移动/联通2G/翻盖手机/老人手机 黑色,26298974350,139.90,15740,5,12910,11716,0.99,82,42,32,35
,,,,,,,,,,,,,
诺基亚（NOKIA） 230DS  移动双卡双待2G备用直板手机老人手机 小学生备用功能机 超长待机 深蓝色（双卡）,诺基亚（NOKIA）,诺基亚（NOKIA） 230DS  移动双卡双待2G备用直板手机老人手机 小学生备用功能机 超长待机 深蓝色（双卡）,56775578262,358.00,15385,5,12474,10088,0.98,91,30,138,110
飞利浦（PHILIPS）E170 玫瑰金 直板按键  移动联通2G 老人手机 双卡双待  学生机 老年机,飞利浦（PHILIPS）,飞利浦E170,2195032,159.00,15312,5,12193,9973,0.98,116,38,116,105
华为（HUAWEI） mate20pro手机【30天价保】  全网通 亮黑色 8G+128G【咨询客服优惠800】（UD版）,华为（HUAWEI）,华为（HUAWEI） mate20pro手机【30天价保】  全网通 亮黑色 8G+128G【咨询客服优惠800】（UD版）,33743197985,5099.10,15227,5,13456,10253,0.99,150,79,83,23
华为荣耀8x手机全网通智能手机 魅海蓝 4G+64G,华为（HUAWEI）,华为荣耀8x手机全网通智能手机 魅海蓝 4G+64G,32500882690,999.00,15151,5,8562,11096,0.98,100,79,89,50
飞利浦（PHILIPS） E212A 双屏翻盖老人手机 移动联通老年机 双卡双待 咖啡金,飞利浦（PHILIPS）,飞利浦（PHILIPS）E212A,23928557015,268.00,15150,5,11170,11066,0.99,66,59,35,35
天语（K-TOUCH）Q21C 直板按键 老人手机 电信2G 老年手机 学生备用功能机 魅丽红,天语（K-TOUCH）,天语Q21C,8797300,129.00,15135,5,7667,11473,0.98,70,51,84,51
魅族 16s Pro 骁龙855plus 全面屏拍照游戏手机 8GB+128GB 黑之谧镜 全网通移动联通电信4G手机 双卡双待,魅族（MEIZU）,魅族16s Pro,100004478757,2999.00,15119,5,4945,9944,0.95,378,193,118,112
纽曼（Newman）S9全网通4G移动联通电信老人手机 双卡双待按超长待机老年手机 黑色 4G全网通版本,纽曼（Newman）,纽曼（Newman）S9,47364741396,279.00,13004,5,6464,9108,0.98,80,30,62,53
,,,,,,,,,,,,,
华为P30 手机 亮黑色 全网通(8G+128G),华为（HUAWEI）,华为P30 手机 亮黑色 全网通(8G+128G),44125313209,198.00,12834,5,3216,9495,0.96,85,51,77,46
飞利浦（PHILIPS）E171L 香槟金 直板按键 移动联通 老人手机 老年功能机,飞利浦（PHILIPS）,飞利浦E171L,6425157,908.00,12807,5,10109,9927,0.99,61,17,52,50
华为 （HUAWEI） 华为畅享9手机 移动全网通4G智能手机 极光蓝64G 4GB运行内存,华为（HUAWEI）,华为（HUAWEI）畅享9,42291088114,849.00,12766,5,2756,9889,0.95,79,29,60,61
华为（HUAWEI） 荣耀 畅玩7X 移动联通电信 全网通4G 全面屏智能手机 双卡双待 魅焰红 标准版(4G RAM+32G ROM),华为（HUAWEI）,华为（HUAWEI）荣耀7X,26932618119,138.00,12730,5,11993,9413,0.99,48,31,41,35
纽曼NewmanF188移动联通电信翻盖老人手机 黑色移动版,纽曼（Newman）,纽曼（Newman）188,30541887693,1699.00,12573,5,8883,5803,0.99,98,37,57,30
1699！OPPO K3手机【直降100+音箱】128G全网通千元机r15x r17屏指oppok3 星云紫(8GB+128GB) 官方标配,OPPO,OPPOPCGM00,47687621510,2299.00,12508,5,4414,7992,0.97,236,406,59,43
OPPO K3手机【8G+128G直降100+灯光音箱】 高通骁龙屏下指纹全面屏全网通双卡正品k3 秘境黑(8GB+256GB) 官方标配,OPPO,OPPOPCGM00,49501292165,1499.00,12508,5,4414,7992,0.97,236,406,59,43
OPPO K3手机【直降100+灯光音箱+配件】千元高通骁龙闪充指纹全面屏r17 r15x同款全网通 星云紫(6GB+64GB) 官方标配,OPPO,OPPOK3,48451817719,230.00,12508,5,4414,7992,0.97,236,406,59,43
,,,,,,,,,,,,,
小米9 骁龙855 游戏手机 幻彩蓝 全网通8GB+128GB,小米（MI）,小米（MI）小米9,41563312675,1899.00,12340,5,4445,7627,0.94,244,121,177,94
联想Z6 Pro 6GB+128GB 蓝色 骁龙855 4800万AI四摄 4000mAh大电池 PC级液冷散热 游戏手机 全网通4G 双卡双待,联想,联想Lenovo Z6 Pro,100003138771,128.00,12294,5,5208,6717,0.93,675,223,206,163
飞利浦（PHILIPS） E163K 宝石蓝 移动联通2G直板按键老人手机 双卡双待 超长待机 老年手机 学生备用功能机,飞利浦（PHILIPS）,飞利浦E163K,8396457,509.00,12109,5,8739,9098,0.98,53,28,64,49
,,,,,,,,,,,,,
【至高直降300】vivo Z5骁龙712 4800万超广角AI三摄4500mAh大电池手机 全息幻彩 6GB 128GB,vivo,vivoZ5,53646031221,1598.00,10512,5,3494,6884,0.96,149,82,68,66
小米（MI） 小米6x拍照手机 赤焰红 全网通(6G+64G),小米（MI）,小米（MI） 小米6x拍照手机 赤焰红 全网通(6G+64G),27597120830,929.00,10508,5,9273,7543,0.98,104,29,89,40
魅族（MEIZU） 魅族V8 4G手机 烟紫 全网通(4+64G)高配,魅族（MEIZU）,魅族（MEIZU）魅族V8,41392546416,689.00,10364,5,4959,7253,0.95,104,71,147,79
飞利浦 PHILIPS E258S 炫酷红 直板按键 移动/联通2G 老人手机 老年功能手机,飞利浦（PHILIPS）,飞利浦E258S,8717362,169.00,10305,5,7866,7534,0.99,42,25,34,19
【二手9成新】Apple iPhone 6s 苹果6s 二手手机 银色 64G 全网通,Apple,AppleiPhone 6s,24013621777,1099.00,10285,5,7332,7147,0.96,186,71,179,116
【二手9成新】Apple iPhone7 plus 苹果7 plus手机 玫瑰金 128G全网通,Apple,【二手9成新】Apple iPhone7 plus 苹果7 plus手机 玫瑰金 128G全网通,26352290398,1976.00,10264,5,2342,8194,0.95,55,20,72,39
Apple 苹果 iPhone X手机 银色 全网通256G版,Apple,Apple 苹果 iPhone X手机 银色 全网通256G版,18735178018,7299.00,10148,5,9124,7665,0.98,75,56,102,28
飞利浦 PHILIPS E258C 宝石蓝 直板电信2G 老人手机,飞利浦（PHILIPS）,飞利浦E258C,100007411182,238.00,10136,5,3818,6282,0.99,63,28,21,15
小米（MI） 小米8青春版 手机 深空灰 全网通 6G+128G,小米（MI）,小米（MI）小米8青春版,33273233673,1158.00,10133,5,7012,7531,0.98,59,47,67,38
华为（HUAWEI）华为P20 手机 极光色 全网通6GB+128G【华为官方直供】,华为（HUAWEI）,华为（HUAWEI）P20,28285476065,2449.00,10080,5,7332,6687,0.98,155,173,65,24
荣耀v20手机 幻夜黑 8+128G 全网通+红包,华为（HUAWEI）,华为（HUAWEI）荣耀v20,39167157921,2399.80,10070,5,6020,5849,0.98,202,98,65,43
小米（MI） 小米8青春版 手机 深空灰 全网通(6G+64G),小米（MI）,小米（MI） 小米8青春版 手机 深空灰 全网通(6G+64G),33277169974,1059.00,9978,5,4783,7327,0.97,59,25,71,48
纽曼 Newman A688 全网通老人手机 双卡双待 移动联通电信 三防超长待机老年机 直板按键功能机 黑金色,纽曼（Newman）,纽曼A688,100001075211,269.00,9905,5,4538,7475,0.97,65,23,68,45
1699！OPPO K3手机【省200+赠原装耳机】oppok3 屏幕指纹r17  findx全网通 星云紫 6GB+64GB 超值套餐,OPPO,1699！OPPO K3手机【省200+赠原装耳机】oppok3 屏幕指纹r17  findx全网通 星云紫 6GB+64GB 超值套餐,49392189365,1499.00,9894,5,5045,4806,0.99,149,358,33,10
【二手9成新】苹果8 Plus手机 Apple iPhone8Plus 5.5英寸 金色 64G 全网通,Apple,AppleiPhone 8 Plus,23485629881,2778.00,9887,5,5586,7263,0.97,52,8,101,55
纽曼（Newman）V1+ 电信CDMA 老人手机 红色,纽曼（Newman）,纽曼V1+,100001768427,108.00,9817,5,3687,7197,0.96,58,31,98,51
华为HUAWEI荣耀20i 白条三期免息0首付   保价10天 加碎屏险 手机 渐变蓝 6+64G 全网通,华为（HUAWEI）,华为HUAWEI荣耀20i 白条三期免息0首付   保价10天 加碎屏险 手机 渐变蓝 6+64G 全网通,45469231905,1299.00,9811,5,3536,6182,0.97,80,47,55,38
纽曼 Newman F6 移动联通2G 翻盖手机 双卡双待 内外双屏  超长待机雅典红,纽曼（Newman）,纽曼F6,6035574,139.00,9792,5,7222,7259,0.98,46,15,64,51
华为（HUAWEI）荣耀畅玩8A 移动联通电信全网通4G 全面屏智能老人老年学生手机 双卡双待 铂光金 (3G RAM+32G ROM),华为（HUAWEI）,华为（HUAWEI）荣耀畅玩8A,40784838665,669.00,9784,5,2189,7611,0.97,42,24,32,17
Apple 苹果 iPhone 11 手机 白色 全网通 64GB,Apple,AppleiPhone 11,56664781385,5599.00,9778,5,2492,7126,0.93,155,66,122,38
【二手9成新】Apple iPhone7 plus 苹果7plus全网通手机 亮黑色 128G 全网通,Apple,AppleiPhone7 Plus,40431163542,2199.00,9660,5,6215,7309,0.97,52,23,92,57
Redmi 红米7 手机 Redmi7 AI双摄  拍照游戏手机 全网通双卡双待 亮黑色 4G+64G 全网通,小米（MI）,小米（MI）红米7,43616090722,803.00,9603,5,2888,6626,0.97,134,102,57,32
【二手9成新】Apple iPhone 7 Plus 苹果7Plus 二手手机（送一年碎屏险） 黑色 128G 全网通,Apple,AppleiPhone7 Plus,12163001194,1978.00,9573,5,6621,6070,0.95,231,106,205,114
中兴/ZTE 兴易每K2 老人手机 移动/联通 按键直板 老年机大字大声学生备用功能机 黑色,中兴（ZTE）,中兴K2,100003487505,168.00,9461,5,1681,7710,0.96,31,7,34,36
小米 红米Note7 Pro 手机【4800万双摄8重权益】 亮黑色 全网通 6G+128G,小米（MI）,小米（MI）红米note7pro,43139484141,1208.00,9443,5,3086,6221,0.95,142,44,84,52
纽曼（Newman） V1 移动电信 老人手机 黑色移动版,纽曼（Newman）,纽曼（Newman） V1 移动电信 老人手机 黑色移动版,30682104292,48.00,9399,5,3856,6810,0.96,71,37,82,64
诺亚信（NOAIN） C3310 电信手机大字体大声音中老年人手机学生机直板按键经典老人手机经典时尚 橙色,诺亚信（NOAIN）,诺亚信（NOAIN）C3310,37604897254,149.00,9327,5,3679,6735,0.96,78,38,86,52
【二手9成新】 华为（HUAWEI）P8 青春版 真八核CPU 安卓手机 移动4G联通2G 白色 2+16G,华为（HUAWEI）,【二手9成新】 华为（HUAWEI）P8 青春版 真八核CPU 安卓手机 移动4G联通2G 白色 2+16G,22805139603,298.00,9270,5,4950,5972,0.95,71,22,185,74
天语（K-TOUCH）V6C 电信翻盖老人手机 内外双屏老年手机 一键操作备用机 红色,天语（K-TOUCH）,天语V6C,100000766331,219.00,9163,5,2486,6937,0.96,51,15,50,32
,,,,,,,,,,,,,
OPPO A5 面部识别手机 【限时直降300】 双卡双待 智能手机 A5幻镜蓝 3G+64G 全网通,OPPO,OPPO A5 面部识别手机 【限时直降300】 双卡双待 智能手机 A5幻镜蓝 3G+64G 全网通,32657256874,899.00,8406,5,4646,5984,0.98,55,45,30,21
移动直板大屏老人手机老年机 大字大声手机长待机学生机备用功能性手机 【G13】黑色,纽曼（Newman）,移动直板大屏老人手机老年机 大字大声手机长待机学生机备用功能性手机 【G13】黑色,29053296311,49.00,8364,5,4175,6522,0.95,49,20,118,63
飞利浦（PHILIPS） E109C 陨石黑 环保材质 防尘 直板按键老人机 电信  老人手机 学生备用老年功能手机,飞利浦（PHILIPS）,飞利浦E109C,100007617010,175.00,8348,5,4182,6361,0.97,56,15,47,39
飞利浦（PHILIPS）E151Y 陨石黑 电信版天翼直板老人手机 超长待机老年手机 学生备用功能机,飞利浦（PHILIPS）,飞利浦E151Y,100003923771,198.00,8349,5,1697,6587,0.96,35,8,28,37
华为手机 P30 【价保30天/碎屏无忧/6期免息/当天发/全新原封/豪华大礼】 华为p30 天空之境 8+128GB全网通,华为（HUAWEI）,华为手机 P30 【价保30天/碎屏无忧/6期免息/当天发/全新原封/豪华大礼】 华为p30 天空之境 8+128GB全网通,43769837880,3988.00,8309,5,3510,4721,0.97,192,248,54,24
魅族（MEIZU） 魅族Note8 手机 魅蓝升级 曜黑 全网通 4GB+64GB,魅族（MEIZU）,魅族（MEIZU）魅族note8,28209436599,763.00,8294,5,3527,6139,0.96,74,39,74,36
