标题,品牌,名称,SKU,价格,总评数,平均得分,好评数,默认好评,好评率,追评数,视频晒单数,差评数,中评数
办公室桌面空气净化器迷你家用卧室内除烟味甲醛小型二手烟吸烟机 金属机身(土豪金),华言（HUAYAN）,办公室桌面空气净化器迷你家用卧室内除烟味甲醛小型二手烟吸烟机 金属机身(土豪金),11167880742,244.4,43,5,41,16,0.97,0,0,1,0
汉秀 C2车载空气净化器负离子氧吧除甲醛烟味异味雾霾PM2.5 土豪金,汉秀,汉秀 C2车载空气净化器负离子氧吧除甲醛烟味异味雾霾PM2.5 土豪金,22371408753,199,43,5,38,28,1,0,0,0,0
车太太 汽车车载空气净化器车用负离子发生器车内除甲醛异味空气清新器氧吧195 汽车用品超市 动感蓝,车太太（chetaitai）,车太太 汽车车载空气净化器车用负离子发生器车内除甲醛异味空气清新器氧吧195 汽车用品超市 动感蓝,10896194910,68,42,5,29,23,1,1,0,0,0
卡斯兰 太阳能车载空气净化器汽车负离子香薰 除甲醛异味防PM2.5太阳能净化器 白色 LG8622,卡斯兰（Carslands）,卡斯兰 太阳能车载空气净化器汽车负离子香薰 除甲醛异味防PM2.5太阳能净化器 白色 LG8622,19132428622,232,42,5,40,25,0.97,0,0,0,1
夏普（SHARP）空气净化器 KC-WG30-W （PM2.5数字显示款）除雾霾除甲醛杀菌加湿,松下（Panasonic）,夏普（SHARP）空气净化器 KC-WG30-W （PM2.5数字显示款）除雾霾除甲醛杀菌加湿,18899216391,2699,42,5,38,18,0.97,1,0,1,0
科比KEYBLU德国C100车载空气净化器除雾霾PM2.5甲醛除味除尘经典黑,科比（KEYBLU）,科比KEYBLU德国C100车载空气净化器除雾霾PM2.5甲醛除味除尘经典黑,19934799043,599,42,5,42,18,1,0,0,0,0
太阳能车载空气净化器USB 香薰机 加湿器 车载净化器杀菌除甲醛除异味 新车除味机 BU1黑色,雷深（Leishen）,太阳能车载空气净化器USB 香薰机 加湿器 车载净化器杀菌除甲醛除异味 新车除味机 BU1黑色,11006049290,158,44,5,43,24,0.97,0,0,0,1
Mr.o空气净化器 除甲醛雾霾细菌过敏原二手烟 办公室家用 PM2.5甲醛监控显示 白色,Treenovo,Mr.o空气净化器 除甲醛雾霾细菌过敏原二手烟 办公室家用 PM2.5甲醛监控显示 白色,31589479143,999,41,5,20,20,0.95,1,2,1,0
米皮除甲醛新风系统（将小米空气净化器升级为小米新风系统）(门缝式)(不含主机)smzdm （门缝式）适配小米2,米皮,米皮除甲醛新风系统（将小米空气净化器升级为小米新风系统）(门缝式)(不含主机)smzdm （门缝式）适配小米2,23788202384,139,45,5,31,33,0.96,0,0,0,1
赫为（Healthwill）HFA801 汽车车载空气净化器 车家两用 车内净化器 负离子除甲醛,赫为,赫为HFA801,43139728598,799,43,5,11,32,1,0,0,0,0
智米（SMARTMI） 智米新风壁挂式智能氧吧机小米新风机空气净化器防雾霾去甲醛 地市级+上门安装【JD直送】,智米（SMARTMI）,智米（SMARTMI） 智米新风壁挂式智能氧吧机小米新风机空气净化器防雾霾去甲醛 地市级+上门安装【JD直送】,41052137428,1798,40,5,13,30,1,0,0,0,0
中科睿赛 新风机双循环双向流壁挂式家用空气净化器 全热交换静音除甲醛除臭氧雾霾PM2.5新风系统 酷睿7258N,中科睿赛,中科睿赛 新风机双循环双向流壁挂式家用空气净化器 全热交换静音除甲醛除臭氧雾霾PM2.5新风系统 酷睿7258N,24696466457,7990,40,5,39,3,1,2,1,0,0
深净尔DPSINER车载空气净化器XJ-002 负离子汽车用品 除烟除尘 PM2.5 白色,深净尔,深净尔XJ-002,45640188639,968,38,5,32,6,1,0,0,0,0
适配海尔q4 Q4S车载空气净化器过滤网4层过滤芯活性炭除甲醛异味,其他品牌,适配海尔q4 Q4S车载空气净化器过滤网4层过滤芯活性炭除甲醛异味,32477378315,63,40,5,25,23,0.89,0,0,2,1
安爸 迷你便携式家用车载汽车空气净化器 臭氧除臭器 婴儿宝宝衣服玩具消菌 旅行消杀毒去异味清新除味 太空银,安爸,安爸 迷你便携式家用车载汽车空气净化器 臭氧除臭器 婴儿宝宝衣服玩具消菌 旅行消杀毒去异味清新除味 太空银,34684894831,199,40,5,40,22,1,0,4,0,0
安爸 迷你便携式家用车载汽车空气净化器 臭氧除臭器 婴儿宝宝衣服玩具消菌 旅行消杀毒去异味清新除味 精灵蓝,安爸,安爸 迷你便携式家用车载汽车空气净化器 臭氧除臭器 婴儿宝宝衣服玩具消菌 旅行消杀毒去异味清新除味 精灵蓝,34684894832,199,40,5,40,22,1,0,4,0,0
夏普（SHARP）空气净化器家用除甲醛除雾霾PM2.5智能APP控制 FZ-GB60GT 【脱臭除甲醛一体滤网】,夏普（SHARP）,夏普（SHARP）/,33774771356,369,40,5,40,9,1,1,2,0,0
夏普（SHARP）空气净化器家用除甲醛除雾霾PM2.5智能APP控制 FZ-Z380MF/FZ-BB90ZK【加湿滤网】,夏普（SHARP）,夏普（SHARP）/,33774771357,119,40,5,40,9,1,1,2,0,0
夏普KC-BB20-W1空气净化器家用卧室加湿除二手烟除甲醛PM2.5雾霾烟尘办公室氧吧杀菌消毒 KC-BB20-W1,夏普（SHARP）,夏普（SHARP）KC-BB20-W1,29991353232,999,40,5,38,27,1,0,0,0,0
小米（MI） 米家智能空气净化器max空气质量监测家用办公除甲醛灰尘雾霾PM2.5二手烟 小米米家空气净化器max,小米（MI）,小米（MI） 米家智能空气净化器max空气质量监测家用办公除甲醛灰尘雾霾PM2.5二手烟 小米米家空气净化器max,27266362859,2188.99,41,5,27,39,1,0,1,0,0
士诺（THENOW） 超空气系统T600A 空气净化器+新风机 智能恒氧0耗材全热交换 珍珠白,士诺（THENOW）,士诺（THENOW） 超空气系统T600A 空气净化器+新风机 智能恒氧0耗材全热交换 珍珠白,11299808385,14999,41,5,40,4,1,0,0,0,0
诺比克桌面双核空气净化器家用卧室静音除甲醛雾霾pm2.5除烟除尘去异味卧室负离子氧吧 J021配套滤网,诺比克（nuobio）,诺比克桌面双核空气净化器家用卧室静音除甲醛雾霾pm2.5除烟除尘去异味卧室负离子氧吧 J021配套滤网,22319334547,39,41,5,35,24,1,0,0,0,0
诺比克桌面双核空气净化器家用卧室静音除甲醛雾霾pm2.5除烟除尘去异味卧室负离子氧吧 J021卡其金,诺比克（nuobio）,诺比克桌面双核空气净化器家用卧室静音除甲醛雾霾pm2.5除烟除尘去异味卧室负离子氧吧 J021卡其金,22319334544,329,41,5,35,24,1,0,0,0,0
汽车车载加湿空气净化器 除烟味香薰加湿器除异味汽车氧吧PM2.5车内负离子USB新车除味,车车智能,汽车车载加湿空气净化器 除烟味香薰加湿器除异味汽车氧吧PM2.5车内负离子USB新车除味,34248442725,359,42,5,25,32,1,0,1,0,0
飞利浦(PHILIPS)空气净化器除甲醛除雾霾除过敏原 除细菌 智能APP控制 AC3268/00COMBI,飞利浦（PHILIPS）,飞利浦(PHILIPS)空气净化器除甲醛除雾霾除过敏原 除细菌 智能APP控制 AC3268/00COMBI,32588500964,3499,39,5,38,23,1,0,4,0,0
智米（SMARTMI） 智米新风壁挂式智能氧吧机小米新风机空气净化器防雾霾去甲醛 自行安装无区域限制【JD直送】,智米（SMARTMI）,智米（SMARTMI） 智米新风壁挂式智能氧吧机小米新风机空气净化器防雾霾去甲醛 自行安装无区域限制【JD直送】,41052137427,1499,40,5,13,30,1,0,0,0,0
帝源（HEADSPRING) 除雾霾除甲醛除烟味异味PM2.5新房装修全屋家庭空气净化器 LB620 白色,帝源（HEADSPRING）,帝源（HEADSPRING) 除雾霾除甲醛除烟味异味PM2.5新房装修全屋家庭空气净化器 LB620 白色,29511813230,4599,39,5,36,8,1,5,3,0,0
FFU空气净化器 家用幼儿园除PM2.5高效过滤器 工业除尘FFU过滤单元 抗雾霾净化器 非标尺寸定做（联系客服）,XN,FFU空气净化器 家用幼儿园除PM2.5高效过滤器 工业除尘FFU过滤单元 抗雾霾净化器 非标尺寸定做（联系客服）,34994092620,100,39,5,35,22,1,0,2,0,0
FFU空气净化器 家用幼儿园除PM2.5高效过滤器 工业除尘FFU过滤单元 抗雾霾净化器 强效除甲醛高配款,XN,FFU空气净化器 家用幼儿园除PM2.5高效过滤器 工业除尘FFU过滤单元 抗雾霾净化器 强效除甲醛高配款,15924860243,1980,39,5,35,22,1,0,2,0,0
FFU空气净化器 家用幼儿园除PM2.5高效过滤器 工业除尘FFU过滤单元 抗雾霾净化器 家用标配款,XN,FFU空气净化器 家用幼儿园除PM2.5高效过滤器 工业除尘FFU过滤单元 抗雾霾净化器 家用标配款,15924860242,1780,39,5,35,22,1,0,2,0,0
FFU空气净化器 家用幼儿园除PM2.5高效过滤器 工业除尘FFU过滤单元 抗雾霾净化器 高配款活性炭+高效滤芯,XN,FFU空气净化器 家用幼儿园除PM2.5高效过滤器 工业除尘FFU过滤单元 抗雾霾净化器 高配款活性炭+高效滤芯,22602910267,668,39,5,35,22,1,0,2,0,0
FFU空气净化器 家用幼儿园除PM2.5高效过滤器 工业除尘FFU过滤单元 抗雾霾净化器 标配款高效滤芯,XN,FFU空气净化器 家用幼儿园除PM2.5高效过滤器 工业除尘FFU过滤单元 抗雾霾净化器 标配款高效滤芯,16242224699,480,39,5,35,22,1,0,2,0,0
夏普（SHARP）空气净化器家用除甲醛除雾霾PM2.5智能APP控制 KC-WG605-W,夏普（SHARP）,夏普（SHARP）/,18446729735,1799,40,5,40,9,1,1,2,0,0
造梦者（Dream-maker）新风机空气净化器过滤网 12个月滤网套装DM-F1110-1S-F,造梦者（Dream-maker）,造梦者DM-F1110-1S-F 12个月滤网套装,1.00004E+11,680,40,5,17,27,1,0,0,0,0
飞利浦（PHILIPS）车载空气净化器 高效净化 除pm2.5颗粒物 杯座式灵动系列 SlimLine210,飞利浦（PHILIPS）,飞利浦SlimLine 210,1.00003E+11,599,40,4,8,32,0.88,0,0,1,0
【新款teqair 200】法国进口TEQOYA得康氧负离子空气净化器发生器 负氧离子 氧吧小粒径 浅蓝色,TEQOYA,TEQOYAtepair 200,41389440840,4588,39,5,9,31,1,0,0,0,0
三星（SAMSUNG）CFX-2HMA/CH 三星净化器AC-505CMAGA/SC 专用HEPA滤网,三星（SAMSUNG）,三星CFX-2HMA/CH,1599313,400,41,5,30,31,1,0,0,0,0
漫小白 室内新风系统 家用PM2.5 过滤中央全热交换器新风机空气净化器吊顶 300风量-高效净化,漫小白,漫小白 室内新风系统 家用PM2.5 过滤中央全热交换器新风机空气净化器吊顶 300风量-高效净化,31762684225,4280,38,5,22,24,1,2,0,0,0
夏普空气净化器KC-W280SW1 静音家用卧室客厅除雾霾PM2.5除甲醛杀菌除病毒无雾加湿器 适用面积20~30㎡,夏普（SHARP）,夏普空气净化器KC-W280SW1 静音家用卧室客厅除雾霾PM2.5除甲醛杀菌除病毒无雾加湿器 适用面积20~30㎡,41265421908,1499,42,5,33,31,1,0,0,0,0
【 配件】远大车用肺保车载空气净化器配件 电源线防滑垫点烟器 车用肺保FC1电源线（深灰）,远大（BROAD）,【 配件】远大车用肺保车载空气净化器配件 电源线防滑垫点烟器 车用肺保FC1电源线（深灰）,41237029106,10,38,5,13,26,1,0,0,0,0
【 配件】远大车用肺保车载空气净化器配件 电源线防滑垫点烟器 车用肺保FC3电源线(黑),远大（BROAD）,【 配件】远大车用肺保车载空气净化器配件 电源线防滑垫点烟器 车用肺保FC3电源线(黑),41237029102,10,38,5,13,26,1,0,0,0,0
ABG 空气净化器家用 智能负离子除甲醛SP-913B 白色,ABG,ABG 空气净化器家用 智能负离子除甲醛SP-913B 白色,10787649283,498,38,5,36,6,0.94,1,0,0,2
【 配件】远大车用肺保车载空气净化器配件 电源线防滑垫点烟器 车用肺保防滑垫,远大（BROAD）,【 配件】远大车用肺保车载空气净化器配件 电源线防滑垫点烟器 车用肺保防滑垫,41237029103,8,38,5,13,26,1,0,0,0,0
博世（BOSCH）智能空气车载净化器 AM-201 车载空净 去除PM2.5甲醛甲苯,博世（BOSCH）,博世（BOSCH）智能空气车载净化器 AM-201 车载空净 去除PM2.5甲醛甲苯,10225633694,1188,41,5,35,21,1,1,0,0,0
致果（Igoaltech） 空气净化器家用卧室婴儿房除甲醛PM2.5超静音智能24076053-2 宝宝π蓝宝宝王子款,致果（Igoaltech）,致果（Igoaltech） 空气净化器家用卧室婴儿房除甲醛PM2.5超静音智能24076053-2 宝宝π蓝宝宝王子款,15495351039,3699,40,5,39,2,0.97,1,0,0,1
远大空气净化器TA/B400型活性碳 除甲醛除异味10片装 黑色,远大,远大空气净化器TA/B400型活性碳 除甲醛除异味10片装 黑色,17938546309,350,38,5,34,26,1,0,0,0,0
飞利浦（PHILIPS） 空气净化器 家用除甲醛 除霾净化器(AC4076系列) AC4374/01,飞利浦（PHILIPS）,飞利浦（PHILIPS） 空气净化器 家用除甲醛 除霾净化器(AC4076系列) AC4374/01,17521399925,1799,38,5,25,18,0.96,0,0,1,0
川腾无耗材空气净化器家用卧室用除烟味杀菌负离子氧吧除甲醛水洗滤网KC900 经典白,川腾,川腾无耗材空气净化器家用卧室用除烟味杀菌负离子氧吧除甲醛水洗滤网KC900 经典白,10603902429,1499,39,5,39,1,1,1,0,0,0
川腾无耗材空气净化器家用卧室用除烟味杀菌负离子氧吧除甲醛水洗滤网KC900 香槟金,川腾,川腾无耗材空气净化器家用卧室用除烟味杀菌负离子氧吧除甲醛水洗滤网KC900 香槟金,10603902430,1499,39,5,39,1,1,1,0,0,0
士诺（THENOW） 超空气系统T300A 空气净化器+新风机2合一 恒氧0耗材净电灭菌 珍珠白,士诺（THENOW）,士诺（THENOW） 超空气系统T300A 空气净化器+新风机2合一 恒氧0耗材净电灭菌 珍珠白,11295365894,9999,38,5,38,0,1,0,0,0,0
爵宁 车载空气净化器加湿器除甲醛异味净化机负离子加湿器 空气清新器车用氧吧 车载雾化加湿 紫色一只 长安奔奔奔奔MINICX20悦翔V5,爵宁（JUENING）,爵宁 车载空气净化器加湿器除甲醛异味净化机负离子加湿器 空气清新器车用氧吧 车载雾化加湿 紫色一只 长安奔奔奔奔MINICX20悦翔V5,10614664453,55,38,5,37,13,0.97,0,0,1,0
爵宁 车载空气净化器加湿器除甲醛异味净化机负离子加湿器 空气清新器车用氧吧 车载雾化加湿 绿色一只 东南V3菱悦V5菱致V6菱仕DX7希旺菱帅,爵宁（JUENING）,爵宁 车载空气净化器加湿器除甲醛异味净化机负离子加湿器 空气清新器车用氧吧 车载雾化加湿 绿色一只 东南V3菱悦V5菱致V6菱仕DX7希旺菱帅,10614664413,55,38,5,37,13,0.97,0,0,1,0
MOPS忻风随身空气净化器2代口罩耗材 口罩5只装黑色 防霾防尘防pm2.5 需配合主机使用,MOPS,MOPSmops忻风2代口罩耗材黑,1.00003E+11,25,42,5,32,38,1,0,0,0,0
MOPS忻风随身空气净化器II代 智能防雾霾口罩电动口罩防霾防尘防PM2.5 香槟金 口罩滤芯耗材需更换,MOPS,MOPSPA-MH1-121,6247337,169,42,5,32,38,1,0,0,0,0
卡斯兰 车载香薰机汽车空气净化器 香薰器扩香机 usb香薰精油 车用安全锤 绿色CDS3308,卡斯兰（Carslands）,卡斯兰 车载香薰机汽车空气净化器 香薰器扩香机 usb香薰精油 车用安全锤 绿色CDS3308,20243783308,158,38,5,38,29,1,0,0,0,0
致果（Igoaltech）空气净化器家用除甲醛雾霾二手烟 升级版智能除菌空净CADR=635 维CπKJ580G-C01,致果（Igoaltech）,致果（Igoaltech）空气净化器家用除甲醛雾霾二手烟 升级版智能除菌空净CADR=635 维CπKJ580G-C01,15495850066,2999,38,5,38,0,1,1,0,0,0
幸福海 棋牌室麻将机桌空气净化器二手烟烟雾抽吸烟机网吧火锅店餐厅麻将馆吸烟灯升降吊灯 金色 固定杆25CM(建议层高2.25-2.42米 ),幸福海,幸福海 棋牌室麻将机桌空气净化器二手烟烟雾抽吸烟机网吧火锅店餐厅麻将馆吸烟灯升降吊灯 金色 固定杆25CM(建议层高2.25-2.42米 ),41453256740,789,38,5,11,34,1,0,0,0,0
幸福海 棋牌室麻将机桌空气净化器二手烟烟雾抽吸烟机网吧火锅店餐厅麻将馆吸烟灯升降吊灯 白色 加长杆80-200CM(建议层高3.2-4米),幸福海,幸福海 棋牌室麻将机桌空气净化器二手烟烟雾抽吸烟机网吧火锅店餐厅麻将馆吸烟灯升降吊灯 白色 加长杆80-200CM(建议层高3.2-4米),41453256747,889,38,5,11,34,1,0,0,0,0
幸福海 棋牌室麻将机桌空气净化器二手烟烟雾抽吸烟机网吧火锅店餐厅麻将馆吸烟灯升降吊灯 金色 加长杆80-200CM(建议层高3.2-4米),幸福海,幸福海 棋牌室麻将机桌空气净化器二手烟烟雾抽吸烟机网吧火锅店餐厅麻将馆吸烟灯升降吊灯 金色 加长杆80-200CM(建议层高3.2-4米),41453256743,889,38,5,11,34,1,0,0,0,0
幸福海 棋牌室麻将机桌空气净化器二手烟烟雾抽吸烟机网吧火锅店餐厅麻将馆吸烟灯升降吊灯 白色 固定杆25CM(建议层高2.25-2.42米 ),幸福海,幸福海 棋牌室麻将机桌空气净化器二手烟烟雾抽吸烟机网吧火锅店餐厅麻将馆吸烟灯升降吊灯 白色 固定杆25CM(建议层高2.25-2.42米 ),41453256744,789,38,5,11,34,1,0,0,0,0
幸福海 棋牌室麻将机桌空气净化器二手烟烟雾抽吸烟机网吧火锅店餐厅麻将馆吸烟灯升降吊灯 白色 标准杆50-120CM(建议层高2.56-3.2米,幸福海,幸福海 棋牌室麻将机桌空气净化器二手烟烟雾抽吸烟机网吧火锅店餐厅麻将馆吸烟灯升降吊灯 白色 标准杆50-120CM(建议层高2.56-3.2米,41453256746,789,38,5,11,34,1,0,0,0,0
幸福海 棋牌室麻将机桌空气净化器二手烟烟雾抽吸烟机网吧火锅店餐厅麻将馆吸烟灯升降吊灯 金色 中杆40-80CM(建议层高2.42-2.71米),幸福海,幸福海 棋牌室麻将机桌空气净化器二手烟烟雾抽吸烟机网吧火锅店餐厅麻将馆吸烟灯升降吊灯 金色 中杆40-80CM(建议层高2.42-2.71米),41453256741,789,38,5,11,34,1,0,0,0,0
幸福海 棋牌室麻将机桌空气净化器二手烟烟雾抽吸烟机网吧火锅店餐厅麻将馆吸烟灯升降吊灯 白色 中杆40-80CM(建议层高2.42-2.71米),幸福海,幸福海 棋牌室麻将机桌空气净化器二手烟烟雾抽吸烟机网吧火锅店餐厅麻将馆吸烟灯升降吊灯 白色 中杆40-80CM(建议层高2.42-2.71米),41453256745,789,38,5,11,34,1,0,0,0,0
352空气净化器 352除甲醛新风系统 352米皮（不含主机） 适配50MM空调孔 适配352X80/83,米皮,352空气净化器 352除甲醛新风系统 352米皮（不含主机） 适配50MM空调孔 适配352X80/83,28241815924,189,39,5,28,27,0.93,1,0,2,0
352空气净化器 352除甲醛新风系统 352米皮（不含主机） （窗缝硬板式）适配左右推窗且高小于1.5米 适配352X80/83,米皮,352空气净化器 352除甲醛新风系统 352米皮（不含主机） （窗缝硬板式）适配左右推窗且高小于1.5米 适配352X80/83,28241815919,199,39,5,28,27,0.93,1,0,2,0
352空气净化器 352除甲醛新风系统 352米皮（不含主机） （玻璃开孔式）适配150MM单层玻璃 适配352X80/83,米皮,352空气净化器 352除甲醛新风系统 352米皮（不含主机） （玻璃开孔式）适配150MM单层玻璃 适配352X80/83,28241815923,179,39,5,28,27,0.93,1,0,2,0
352空气净化器 352除甲醛新风系统 352米皮（不含主机） (墙开洞式)适配120MM孔 适配352X80/83,米皮,352空气净化器 352除甲醛新风系统 352米皮（不含主机） (墙开洞式)适配120MM孔 适配352X80/83,28241815922,199,39,5,28,27,0.93,1,0,2,0
瑞朗新风系统 家用立柜式新风机空气净化器除甲醛防雾霾PM2.5过滤粉尘 RL-400S 400风量,瑞朗（relane）,瑞朗新风系统 家用立柜式新风机空气净化器除甲醛防雾霾PM2.5过滤粉尘 RL-400S 400风量,40919119996,16800,37,5,31,6,1,3,1,0,0
幸福海 棋牌室麻将机桌空气净化器二手烟烟雾抽吸烟机网吧火锅店餐厅麻将馆吸烟灯升降吊灯 金色 标准杆50-120CM(建议层高2.56-3.2米,幸福海,幸福海 棋牌室麻将机桌空气净化器二手烟烟雾抽吸烟机网吧火锅店餐厅麻将馆吸烟灯升降吊灯 金色 标准杆50-120CM(建议层高2.56-3.2米,41453256742,789,38,5,11,34,1,0,0,0,0
飞利浦（PHILIPS）空气净化器 除甲醛 除雾霾 除过敏原 除细菌 病毒 数字显示 手机智控 AC3833/00,飞利浦（PHILIPS）,飞利浦（PHILIPS）空气净化器 除甲醛 除雾霾 除过敏原 除细菌 病毒 数字显示 手机智控 AC3833/00,56377298956,3599,37,5,36,24,1,2,1,0,0
复旦申花无耗材车载空气净化器车用除烟味负离子杀菌除甲醛雾霾PM2.5 车载空气净化器,复旦申花,复旦申花无耗材车载空气净化器车用除烟味负离子杀菌除甲醛雾霾PM2.5 车载空气净化器,29493011983,458,37,5,32,20,0.96,0,0,0,1
诺森柏格（Nocenbeger） K6车内桌面负离子空气净化器除甲醛雾霾二手烟PM2.5,诺森柏格（Nocenbeger）,诺森柏格（Nocenbeger） K6车内桌面负离子空气净化器除甲醛雾霾二手烟PM2.5,25662589176,880,37,5,30,24,1,0,0,0,0
造梦者（Dream-maker)新风机DM-1220-1S壁挂式新风系统家用空气净化器 除甲醛 立装-旗舰版,造梦者（Dream-maker）,造梦者（Dream-maker)新风机DM-1220-1S壁挂式新风系统家用空气净化器 除甲醛 立装-旗舰版,10864856343,16999,37,5,34,18,1,0,0,0,0
航电中和（AVICHE）空气净化器家用Y4A除甲醛雾霾二手烟PM2.5负离子氧吧 杀菌消毒 独立检测 Y4A空气净化器,航电中和（AVICHE）,航电中和（AVICHE）空气净化器家用Y4A除甲醛雾霾二手烟PM2.5负离子氧吧 杀菌消毒 独立检测 Y4A空气净化器,11241625233,4980,40,5,35,12,1,2,0,0,0
汽车加湿器 车载车用车上车内汽车空气净化器加湿器香薰清新净化送朋友礼品USB充电器汽车用品新车新款 黑色双USB加湿器【点击更多款式】,FAC飞鹰,汽车加湿器 车载车用车上车内汽车空气净化器加湿器香薰清新净化送朋友礼品USB充电器汽车用品新车新款 黑色双USB加湿器【点击更多款式】,13981506261,65,37,5,29,29,1,0,0,0,0
汽车加湿器 车载车用车上车内汽车空气净化器加湿器香薰清新净化送朋友礼品USB充电器汽车用品新车新款 蓝色加湿器【点击更多款式】,FAC飞鹰,汽车加湿器 车载车用车上车内汽车空气净化器加湿器香薰清新净化送朋友礼品USB充电器汽车用品新车新款 蓝色加湿器【点击更多款式】,13981506258,29,37,5,29,29,1,0,0,0,0
三星 (SAMSUNG)空气净化器KJ310F-M3015WE 高效除霾 去异味 花粉甲醛 【全国联保】+【晒单送20元】,三星（SAMSUNG）,三星 (SAMSUNG)空气净化器KJ310F-M3015WE 高效除霾 去异味 花粉甲醛 【全国联保】+【晒单送20元】,36324952225,999,39,5,20,28,1,0,1,0,0
aeris空集空气净化器除甲醛除雾霾PM2.5除细菌过敏原静音家用卧室客厅瑞士进口aair lite 海军蓝,空集,空集aair lite,47125776650,4900,36,5,21,15,1,0,0,0,0
aeris空集空气净化器除甲醛除雾霾PM2.5除细菌过敏原静音家用卧室客厅瑞士进口aair lite 亚麻灰,空集,空集aair lite,47125776649,4900,36,5,21,15,1,0,0,0,0
aeris空集空气净化器除甲醛除雾霾PM2.5除细菌过敏原静音家用卧室客厅瑞士进口aair lite 水晶粉,空集,空集aair lite,47125776648,4900,36,5,21,15,1,0,0,0,0
飞利浦（PHILIPS） 车载净化器汽车空气净化器清晰空气除甲醛CP50 CP100 CP50,飞利浦（PHILIPS）,飞利浦（PHILIPS） 车载净化器汽车空气净化器清晰空气除甲醛CP50 CP100 CP50,12488410905,199,37,5,29,23,1,0,1,0,0
漫小白 室内新风系统 家用PM2.5 过滤中央全热交换器新风机空气净化器吊顶 1500风量-高效净化,漫小白,漫小白 室内新风系统 家用PM2.5 过滤中央全热交换器新风机空气净化器吊顶 1500风量-高效净化,31762684232,7680,38,5,22,24,1,2,0,0,0
漫小白 室内新风系统 家用PM2.5 过滤中央全热交换器新风机空气净化器吊顶 400风量-高效净化,漫小白,漫小白 室内新风系统 家用PM2.5 过滤中央全热交换器新风机空气净化器吊顶 400风量-高效净化,31762684226,4680,38,5,22,24,1,2,0,0,0
松下（Panasonic） 新风系统吊顶式全热交换器 过滤PM2.5空气净化器换气降甲醛除霾新风机 FY-FP25ZD1CA  滤网OA侧 单只装,松下（Panasonic）,松下（Panasonic） 新风系统吊顶式全热交换器 过滤PM2.5空气净化器换气降甲醛除霾新风机 FY-FP25ZD1CA  滤网OA侧 单只装,45780078027,329,36,5,30,24,1,0,0,0,0
松下（Panasonic） 新风系统吊顶式全热交换器 过滤PM2.5空气净化器换气降甲醛除霾新风机 FY-FP35ZD1CA 滤网OA侧 单只装,松下（Panasonic）,松下（Panasonic） 新风系统吊顶式全热交换器 过滤PM2.5空气净化器换气降甲醛除霾新风机 FY-FP35ZD1CA 滤网OA侧 单只装,34627893522,399,36,5,30,24,1,0,0,0,0
松下（Panasonic） 新风系统吊顶式全热交换器 过滤PM2.5空气净化器换气降甲醛除霾新风机 FY-50ZDP1C 500风量食品级PE管道方案,松下（Panasonic）,松下（Panasonic） 新风系统吊顶式全热交换器 过滤PM2.5空气净化器换气降甲醛除霾新风机 FY-50ZDP1C 500风量食品级PE管道方案,28258112987,21699,36,5,30,24,1,0,0,0,0
松下（Panasonic） 新风系统吊顶式全热交换器 过滤PM2.5空气净化器换气降甲醛除霾新风机 FY-WF15/25/35ZDP1C Wifi模块,松下（Panasonic）,松下（Panasonic） 新风系统吊顶式全热交换器 过滤PM2.5空气净化器换气降甲醛除霾新风机 FY-WF15/25/35ZDP1C Wifi模块,45782683688,459,36,5,30,24,1,0,0,0,0
松下（Panasonic） 新风系统吊顶式全热交换器 过滤PM2.5空气净化器换气降甲醛除霾新风机 FY-15ZDP1C 150风量食品级PE管道方案,松下（Panasonic）,松下（Panasonic） 新风系统吊顶式全热交换器 过滤PM2.5空气净化器换气降甲醛除霾新风机 FY-15ZDP1C 150风量食品级PE管道方案,28258112984,15599,36,5,30,24,1,0,0,0,0
松下（Panasonic） 新风系统吊顶式全热交换器 过滤PM2.5空气净化器换气降甲醛除霾新风机 FY-15/25ZDP1C机型 滤网SA侧 单只装,松下（Panasonic）,松下（Panasonic） 新风系统吊顶式全热交换器 过滤PM2.5空气净化器换气降甲醛除霾新风机 FY-15/25ZDP1C机型 滤网SA侧 单只装,45782683687,339,36,5,30,24,1,0,0,0,0
松下（Panasonic） 新风系统吊顶式全热交换器 过滤PM2.5空气净化器换气降甲醛除霾新风机 FY-35ZDP1C 350风量食品级PE管道方案,松下（Panasonic）,松下（Panasonic） 新风系统吊顶式全热交换器 过滤PM2.5空气净化器换气降甲醛除霾新风机 FY-35ZDP1C 350风量食品级PE管道方案,30672713838,19599,36,5,30,24,1,0,0,0,0
松下（Panasonic） 新风系统吊顶式全热交换器 过滤PM2.5空气净化器换气降甲醛除霾新风机 FY-FP15ZD1CA 滤网OA侧 单只装,松下（Panasonic）,松下（Panasonic） 新风系统吊顶式全热交换器 过滤PM2.5空气净化器换气降甲醛除霾新风机 FY-FP15ZD1CA 滤网OA侧 单只装,45447685595,279,36,5,30,24,1,0,0,0,0
松下（Panasonic） 新风系统吊顶式全热交换器 过滤PM2.5空气净化器换气降甲醛除霾新风机 FY-25ZDP1C 250风量食品级PE管道方案,松下（Panasonic）,松下（Panasonic） 新风系统吊顶式全热交换器 过滤PM2.5空气净化器换气降甲醛除霾新风机 FY-25ZDP1C 250风量食品级PE管道方案,28258112983,17599,36,5,30,24,1,0,0,0,0
