"会员","级别","评价星级","评价内容","时间","点赞数","评论数","追评时间","追评内容","商品属性","页面网址","页面标题","采集时间"
"jd_134563blp",,"star5","抱着试试看的心态买的对小米的产品有好感，用了以后感觉房间空气好了减轻了我的咽喉炎和鼻炎。睡觉的时候声音也很轻。","2019-05-07 22:31","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:00:55.0458956"
"昂***七","PLUS会员","star5","风量大小是可控的，可以联网控制这个很方便，夜间模式很静音，超强模式很好，循环很快，京东的服务是最好的，一直信赖京东，快递特别快，还送货上楼，服务态度特别好。又回购了一个，还买了两个滤芯，远程操控都很棒，更换滤芯我试了很方便。买正品，我信赖京东，论服务京东最好！","2018-11-14 22:43","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:00:55.0977538"
"s***9",,"star5","自动模式非常静音，家里已经有一台史密斯空气净化器，再买一台小米pro配上除甲醛增强版滤芯，给刚出世的宝宝多一重保险，小米pro外形简约大气，跟家里的小爱音箱智能互联，非常潮。","2018-09-20 20:52","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:00:55.1575940"
"___小猪_____",,"star5","打开包装很精致，小米一向如此，机器开机运行了能有十分钟，一直数值是8，我们这里的空气比较好，所以暂时用不上给套起来了，以后开空调的时候再用吧。","2019-04-10 19:11","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:00:55.2144415"
"都***旭","PLUS会员","star5","买来办公室用的，非常不错，小米出品的产品。一是智能，可以通过手机设置并操作。二是效果好，自从用了这款空气净化器后，感觉整个办公室的空气都变的更好了一点。","2019-07-26 16:37","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:00:55.2668947"
"l***5",,"star5","价格优惠，用起来安静，舒服。没有什么噪音，而且显示也很清楚。今年冬天不怕雾霾了。做特价的时候买的，价格确实优惠了很多。估计双11应该还要优惠吧","2018-11-06 21:04","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:00:55.3232523"
"上天的小魔女",,"star5","小米家出的东西都永远都是挺时尚的。最主要的是，还可以连小爱同学。用起来特别方便。","2019-06-02 22:28","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:00:55.3810979"
"k***8","PLUS会员","star5","2**2好很多，以前用的2被放到客房了，2s过滤空气更快，关键还有显示pm2.5温度湿度的，太方便了。","2019-02-05 13:08","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:00:55.4389816"
"随***-","PLUS会员","star5","还可以，颜值很高。包装很到位。用了之后灰尘明显少了，很静音，晚上几乎没有声音。滤芯比较耐用，不至于频繁更换。家里空间小的可以考虑入手，这款就够用了。","2018-09-02 08:20","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:00:55.5222690"
"猫斯基喻","PLUS会员","star5","东西不错，有活动就不等618了，物美价廉。测试结果如下，抽烟pm400多，很快也就降下来了，启动1小时后 pm就只有1。看来确实有用的。全五星好评！","2019-06-03 12:19","0","1",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:10.7130447"
"j***u","PLUS会员","star5","买净化器 除甲醛 的看过来：甲醛夹杂在装修板材里面，释放周期长达7-15年，不使点手段搞不定，如果甲醛不释放出来，1000斤活性炭，100台净化器，10级大风吹也白搭。甲醛最佳释放环境是高温高湿，现在夏天刚好高温，高湿就要靠加湿器了，一般冒烟的超声波加湿器只能局部加湿，必须大加湿量的无雾加湿器。网上看了很久，选择了 米兽加湿器，果然很给力，整个房间的湿度可以到60%，还可以远程看，又买了活性炭包，纳米矿晶，硅藻纯各几公斤，分别放几台滤芯中间，果然比除甲醛滤芯给力多了，过半个月看这几种颗粒哪一种最给力了。到时候来追评。看我评论的不点个赞好意思么？","2018-07-07 14:16","310","21",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:10.7659036"
"j***1","PLUS会员","star5","体积不大，放在家里很美观。净化效果蛮好的，而且自动模式和睡眠模式下超级静音，性价比超高。","2019-06-10 12:24","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:10.8278610"
"小***米","PLUS会员","star5","对比了几乎全网*元空气净化器，最后锁定小米2S，外观好看三面进气手机APP远程控制性价比高，整理做工很好；使用了一段时间PM通常都在*没超过*，特别想说一点:手机APP控制真的超好用，强烈推荐","2018-11-17 00:54","1","1",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:10.8767542"
"j***c",,"star5","用了好长一段时间小米空气净化器，几乎一天24小时运转，质量杠杠的，物美价廉，在京东买东西，就一句话，放心！","2019-01-29 20:59","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:10.9276172"
"f***y","PLUS会员","star5","这是一个好评模板，当看到这个表示对商品很满意！京东已经是我家生活购物不可缺少的一部分了！快递员服务态度很好！还送货上门，对于我们这种带娃的非常方便，而且一般第二天就到了！给力！雾霾天气空气净化很好！有空气质量显示！很好！","2018-12-24 08:59","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:10.9794179"
"jd_135527ude",,"star5","净化器已收到。刚刚打开的时候数值是140多。10分钟之后40多。进化的速度很快。","2019-04-30 16:47","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:11.0303179"
"r***2","PLUS会员","star5","寻觅了好久不知道该买什么牌子的 感觉价钱上都差不多 问了许多人 用小米的人很多 都说还可以 我看了一下滤芯也不是很贵  十月份小宝宝就要出生了 给卧室买一个小的用用 感觉还不错 操作也非常方便 颜值方面也很ok 不是很占地方 总体 ok！另外谢谢快递员送货上门～","2019-08-31 11:05","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:11.0878356"
"就是喜欢小鱿鱼","PLUS会员","star5","真的是很大一个，没有轮子对男人来说没多少关系，但是放地上很稳，整体做工不错，简洁好看，操作也比较简单，值得购买。","2019-06-23 15:57","0","0",,,"小米净化器MAX                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:11.1436772"
"jd131322cli",,"star5","挺不错的，睡眠模式声音确实很小，而且开启之后感觉很清爽，空气净化还是很有用的！棒，之后可能往家里再买一个。","2019-07-14 22:15","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:11.2003212"
"猫斯基喻","PLUS会员","star5","东西不错，有活动就不等618了，物美价廉。测试结果如下，抽烟pm400多，很快也就降下来了，启动1小时后 pm就只有1。看来确实有用的。全五星好评！","2019-06-03 12:19","0","1",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:26.4339346"
"j***u","PLUS会员","star5","买净化器 除甲醛 的看过来：甲醛夹杂在装修板材里面，释放周期长达7-15年，不使点手段搞不定，如果甲醛不释放出来，1000斤活性炭，100台净化器，10级大风吹也白搭。甲醛最佳释放环境是高温高湿，现在夏天刚好高温，高湿就要靠加湿器了，一般冒烟的超声波加湿器只能局部加湿，必须大加湿量的无雾加湿器。网上看了很久，选择了 米兽加湿器，果然很给力，整个房间的湿度可以到60%，还可以远程看，又买了活性炭包，纳米矿晶，硅藻纯各几公斤，分别放几台滤芯中间，果然比除甲醛滤芯给力多了，过半个月看这几种颗粒哪一种最给力了。到时候来追评。看我评论的不点个赞好意思么？","2018-07-07 14:16","310","21",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:26.4833125"
"j***1","PLUS会员","star5","体积不大，放在家里很美观。净化效果蛮好的，而且自动模式和睡眠模式下超级静音，性价比超高。","2019-06-10 12:24","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:26.5301580"
"小***米","PLUS会员","star5","对比了几乎全网*元空气净化器，最后锁定小米2S，外观好看三面进气手机APP远程控制性价比高，整理做工很好；使用了一段时间PM通常都在*没超过*，特别想说一点:手机APP控制真的超好用，强烈推荐","2018-11-17 00:54","1","1",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:26.5750626"
"j***c",,"star5","用了好长一段时间小米空气净化器，几乎一天24小时运转，质量杠杠的，物美价廉，在京东买东西，就一句话，放心！","2019-01-29 20:59","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:26.6209164"
"f***y","PLUS会员","star5","这是一个好评模板，当看到这个表示对商品很满意！京东已经是我家生活购物不可缺少的一部分了！快递员服务态度很好！还送货上门，对于我们这种带娃的非常方便，而且一般第二天就到了！给力！雾霾天气空气净化很好！有空气质量显示！很好！","2018-12-24 08:59","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:26.6687872"
"jd_135527ude",,"star5","净化器已收到。刚刚打开的时候数值是140多。10分钟之后40多。进化的速度很快。","2019-04-30 16:47","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:26.7206485"
"r***2","PLUS会员","star5","寻觅了好久不知道该买什么牌子的 感觉价钱上都差不多 问了许多人 用小米的人很多 都说还可以 我看了一下滤芯也不是很贵  十月份小宝宝就要出生了 给卧室买一个小的用用 感觉还不错 操作也非常方便 颜值方面也很ok 不是很占地方 总体 ok！另外谢谢快递员送货上门～","2019-08-31 11:05","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:26.7705156"
"就是喜欢小鱿鱼","PLUS会员","star5","真的是很大一个，没有轮子对男人来说没多少关系，但是放地上很稳，整体做工不错，简洁好看，操作也比较简单，值得购买。","2019-06-23 15:57","0","0",,,"小米净化器MAX                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:26.8373377"
"jd131322cli",,"star5","挺不错的，睡眠模式声音确实很小，而且开启之后感觉很清爽，空气净化还是很有用的！棒，之后可能往家里再买一个。","2019-07-14 22:15","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:26.8911940"
"田鑫1","PLUS会员","star5","非常给力   屋里瞬间空气清新    本机还很安静   方便实用   还安静  非常值得购买","2019-04-15 18:02","1","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:42.0808677"
"jd_1999qdk",,"star5","净化效果：还不错操作难易：简单外形设计：很喜欢这个净化器的外形","2019-10-03 18:43","0","0",,,"【新品】米家空气净化器3                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:42.1437366"
"w***7","PLUS会员","star5","送货速度很快，昨天晚上下单，今天下午就收到了。试了一下，还可以，自动和睡眠模式声音很小，最爱模式声音大。颜色还不错，和小爱音箱一个颜色，很满意。","2018-08-18 18:28","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:42.1975894"
"孤***人",,"star5","用了一段时间再来评价，净化器很好，对于小户型来说足够用了，很智能，声音也不大。能够显示空气温度和湿度。今冬雾霾比去年要严重，很实用","2018-12-02 12:38","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:42.2559826"
"s***e",,"star5","好大的空净啊，出乎意料，东西很实在用料也足，声音不大，出来的风凉嗖嗖，有点空调风扇的感觉。家里空气质量本来就很好，只是灰尘很多，信任小米，希望能用得住。快递真的很快，昨天晚上下单，今天上午就到了，赞一下京东的快递小哥，很负责任，给送到了家里，很贴心。","2018-08-19 13:13","0","0",,,"小米净化器MAX                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:42.3084863"
"r***s","PLUS会员","star5","净化器颜值很高，特别喜欢显示屏，pm2.5的数值比我之前五百买的pm2.5检测仪读书要高，不管准不准，灵敏度还是很好的，打开烤箱门冒烟，读数一下飚到100多。智能部分我很喜欢，自动化十分方便，用手机控制简直是懒人福音。","2017-03-31 20:03","1","1",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:42.3623677"
"爱***人","PLUS会员","star5","物流发货到货很快，拆开包装就被这个东西吸引了，太美了，对它一见钟情，洁白无瑕的外观，科技感十足的造型设计，如女友般丝滑的触感，美观大方，使用时声音小无杂音，使用一段时间后办公室效果不错，小米的产品真心不错，以后有机会想都用小米全套智能家居产品。","2019-08-05 10:22","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:42.4158781"
"j***7",,"star5","坐标郑州，这个冬天雾霾特别严重，总有种要窒息的感觉，在网上查了好多测评，最终选择了小米的这款空气净化器，性价比很高，收到开始用时屋里的pm2.5是173，不到半个小时就降到*左右了，可能是我们家的门窗密闭性不太好，之后一直维持在这个数，2s的传感器很灵敏，只要一开别的屋的门，pm2.5马上就会有变化，连上app后，还有切换模式、滤芯使用量和剩余天数的提示，很贴心，平时使用一般是自动模式，pm2,5超过70+，空气净化器就会开大档位，很智能，噪声可以接受，不会影响睡眠。","2019-01-13 12:18","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:42.4707285"
"ben_ben890812","PLUS会员","star5","这款空气净化器外观设计很漂亮，块头也是比我预想的大很多，私房比较大，所以需要这么大的净化器才有用，使用下来还是比较满意的。","2019-06-12 22:05","0","0",,,"小米净化器MAX                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:42.5325611"
"jd_188220caj",,"star5","很好，一根烟就看着指数飙升，不敢对抽烟了。开几分钟就可以净化好","2019-04-16 22:28","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:42.5924010"
"j***6","PLUS会员","star5","不错，做工好，网络多试几次最后连接上了，家里睡眠模式声音很小几乎听不见，风力最大声音还是很重的。滤芯剩余时间是按天计算的用不用都会按天降低的。激光扫描灵敏","2017-11-14 09:20","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:57.7945317"
"可***兔","PLUS会员","star5","空气净化器很好，小米越来越与时俱进了，还可以调节静音模式，晚上很安静，白天可以随时监测空气质量，很赞！就是不知道空气滤芯可以用多久","2018-12-07 09:33","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:57.8463863"
"n***1",,"star5","挺好用的  声音也不大  操作方便  手机还可以远程控制  特别方便  显示清晰 外观也不错  大方简洁 配件还很便宜 推荐购买","2018-02-21 14:35","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:57.9012407"
"e***3","PLUS会员","star5","非常不错，能看家里的温度湿度，还能净化空气，低速档位，和睡眠模式基本没什么噪音。雾霾大，一般设置下班前自动运行，睡觉就开睡眠模式","2018-01-28 21:10","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:57.9521036"
"我***0",,"star5","跟小米净化器超级棒，声音很小，使用十分钟，效果相当明显，净化空气棒棒哒！！防尘罩非常实用！！已经又回购了","2019-08-05 13:48","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:58.0039651"
"j***9",,"star5","睡眠模式下完全没有声音，可以整晚开，自动模式下PM2.5数值下降很快","2018-12-31 14:56","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:58.0568237"
"y***g","PLUS会员","star5","已经买了n个啦！用着真的比其他的空气净化器智能，并且净化的确实很好，用其他的空气检测仪也都显示优或者良，京东自营产品值得信赖。","2018-12-18 16:02","0","0",,,"小米净化器MAX                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:58.1126751"
"s***z","PLUS会员","star5","雾霾比较严重的时候买的，真的是特别明显，人体感觉不舒服，打开一看，绝对超200，最大风力还是净化很快的。真的需要开机状态关闭窗户哦，不然效果极其不明显。","2019-03-20 21:38","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:58.1665643"
"y***8","PLUS会员","star5","收到了以后和家里的max放在一起做个对比 小巧好多 重量也轻好多这个是买来放在卧室使用的 噪音可以接受 用了两天 感觉还可以就是双十一今天价格降了 还好保价挺方便的 保价成功物流也很快 速度很快 东西没问题","2018-11-11 19:34","0","1",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:58.2213885"
"j***1","PLUS会员","star5","买来放在孩子房间的，很静音，效果还不错，送货也很快，使用起来也没什么问题，房间空气感觉好了不少","2019-05-27 18:45","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:01:58.2852185"
"jd_152633yma","PLUS会员","star5","空气净化器过滤效果很好，而且静音，还能除异味，值得拥有！","2019-05-04 21:52","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:02:13.4777754"
"倔强小汤圆","PLUS会员","star5","外形设计：小巧玲珑净化效果：净化空气很给力噪音大小：噪音可以接受，睡眠模式很安静安装服务：安装简单操作难易：操作简单","2019-09-24 22:01","0","0",,,"【新品】米家空气净化器3                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:02:13.5326722"
"jd_c、",,"star5","晚上下单，第二天中午就到了，物流必须?一个。家里空气质量很好，，抽了一根烟试了下，机子非常灵敏，但是才到100%滤芯用了1小时变成了99% 总体体验非常不错值得购买","2019-05-20 18:09","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:02:13.5865737"
"七***酱",,"star5","外观：很漂亮呢，摆在卧室很好看功能：三种模式可以选择声音不大，睡觉不影响","2019-08-18 14:01","1","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:02:13.6472166"
